timestamp_ns,price,bid,ask,size,symbol
1700000000090859890,450.7659,450.7434,450.7885,413,SPY
1700000000091206437,450.9436,450.9211,450.9662,346,SPY
1700000000092773669,450.8636,450.8411,450.8862,481,SPY
1700000000093298593,450.7283,450.7058,450.7508,372,SPY
1700000000094833522,450.7892,450.7667,450.8118,462,SPY
1700000000095969793,450.8679,450.8453,450.8904,377,SPY
1700000000096274385,450.8353,450.8127,450.8578,161,SPY
1700000000096915928,450.7825,450.7600,450.8051,106,SPY
1700000000098720028,450.7907,450.7681,450.8132,415,SPY
1700000000100331356,450.7886,450.7661,450.8111,329,SPY
1700000000101847209,450.7031,450.6806,450.7256,111,SPY
1700000000103424928,450.7740,450.7515,450.7966,389,SPY
1700000000105223464,450.8521,450.8296,450.8747,315,SPY
1700000000106374938,450.8309,450.8084,450.8535,406,SPY
1700000000108031887,450.8622,450.8397,450.8847,456,SPY
1700000000108312803,450.8714,450.8488,450.8939,214,SPY
1700000000108758587,450.8918,450.8692,450.9143,308,SPY
1700000000109784280,450.8877,450.8651,450.9102,39,SPY
1700000000111323498,450.8510,450.8285,450.8736,412,SPY
1700000000113126669,450.8296,450.8071,450.8522,59,SPY
1700000000114378134,450.7493,450.7267,450.7718,393,SPY
1700000000115655825,450.7423,450.7198,450.7649,477,SPY
1700000000117424817,450.5872,450.5647,450.6097,286,SPY
1700000000118554833,450.4400,450.4175,450.4625,197,SPY
1700000000119959467,450.4339,450.4113,450.4564,146,SPY
1700000000120602357,450.4165,450.3940,450.4390,14,SPY
1700000000121597975,450.5495,450.5269,450.5720,146,SPY
1700000000121975704,450.5331,450.5106,450.5556,174,SPY
1700000000123732567,450.4778,450.4553,450.5003,276,SPY
1700000000124183906,450.4789,450.4564,450.5015,368,SPY
1700000000125565055,450.4037,450.3812,450.4262,324,SPY
1700000000126477573,450.5304,450.5079,450.5530,8,SPY
1700000000128076797,450.6341,450.6116,450.6566,246,SPY
1700000000129832308,450.8352,450.8126,450.8577,374,SPY
1700000000131725857,450.9114,450.8889,450.9340,446,SPY
1700000000132655579,450.9230,450.9005,450.9456,372,SPY
1700000000133071255,450.9034,450.8808,450.9259,152,SPY
1700000000133681199,451.0444,451.0218,451.0669,469,SPY
1700000000135058108,450.9517,450.9291,450.9742,251,SPY
1700000000136285446,450.7157,450.6931,450.7382,284,SPY
1700000000137858827,450.7496,450.7271,450.7721,28,SPY
1700000000139149739,450.7836,450.7611,450.8062,233,SPY
1700000000140047797,450.6007,450.5782,450.6232,281,SPY
1700000000141685754,450.4852,450.4627,450.5077,337,SPY
1700000000143654808,450.6193,450.5967,450.6418,243,SPY
1700000000145518740,450.6812,450.6587,450.7037,205,SPY
1700000000146519171,450.7323,450.7097,450.7548,480,SPY
1700000000148032858,450.7209,450.6984,450.7435,500,SPY
1700000000149983234,450.6845,450.6620,450.7071,3,SPY
1700000000151945981,450.7958,450.7733,450.8184,416,SPY
1700000000152917093,450.7758,450.7532,450.7983,427,SPY
1700000000153752277,450.7656,450.7430,450.7881,431,SPY
1700000000154863016,450.6818,450.6592,450.7043,44,SPY
1700000000156763149,450.5997,450.5771,450.6222,252,SPY
1700000000158293262,450.5574,450.5349,450.5800,282,SPY
1700000000158662269,450.5909,450.5683,450.6134,70,SPY
1700000000159523215,450.4586,450.4361,450.4811,80,SPY
1700000000161046307,450.5226,450.5001,450.5451,169,SPY
1700000000161148231,450.4637,450.4412,450.4862,291,SPY
1700000000161549982,450.3962,450.3737,450.4187,42,SPY
1700000000162793988,450.3894,450.3669,450.4119,149,SPY
1700000000164402947,450.1954,450.1729,450.2179,475,SPY
1700000000165953163,450.3023,450.2798,450.3248,255,SPY
1700000000167792417,450.3687,450.3462,450.3912,234,SPY
1700000000169002454,450.2994,450.2769,450.3219,314,SPY
1700000000170298632,450.3533,450.3307,450.3758,294,SPY
1700000000170759306,450.2845,450.2620,450.3070,329,SPY
1700000000172723234,450.3578,450.3353,450.3803,421,SPY
1700000000173816663,450.2970,450.2745,450.3195,302,SPY
1700000000174612349,450.3301,450.3076,450.3526,387,SPY
1700000000175533086,450.4014,450.3789,450.4240,406,SPY
1700000000176112435,450.4154,450.3929,450.4379,268,SPY
1700000000176488178,450.2540,450.2314,450.2765,3,SPY
1700000000177188141,450.2044,450.1819,450.2269,178,SPY
1700000000178525281,450.2613,450.2388,450.2838,71,SPY
1700000000180183460,450.1644,450.1418,450.1869,232,SPY
1700000000180564205,450.2583,450.2358,450.2808,415,SPY
1700000000182127448,450.0551,450.0326,450.0776,406,SPY
1700000000183676401,449.9816,449.9591,450.0041,477,SPY
1700000000185096494,450.1915,450.1690,450.2140,215,SPY
1700000000185698710,450.3047,450.2822,450.3272,356,SPY
1700000000186723968,450.1890,450.1665,450.2115,106,SPY
1700000000187541108,450.2067,450.1842,450.2292,73,SPY
1700000000188888708,450.1370,450.1145,450.1595,308,SPY
1700000000189109217,450.2141,450.1916,450.2366,55,SPY
1700000000189545139,450.1617,450.1392,450.1843,432,SPY
1700000000189750716,450.1240,450.1015,450.1465,75,SPY
1700000000191185432,450.1765,450.1540,450.1990,413,SPY
1700000000192522047,450.1730,450.1504,450.1955,328,SPY
1700000000193196942,450.1128,450.0903,450.1353,428,SPY
1700000000194897853,450.1996,450.1770,450.2221,449,SPY
1700000000196123364,450.2688,450.2463,450.2913,74,SPY
1700000000196627500,450.2125,450.1900,450.2350,85,SPY
1700000000198197440,450.3379,450.3154,450.3604,58,SPY
1700000000199911044,450.3768,450.3543,450.3993,483,SPY
1700000000200884305,450.4310,450.4085,450.4535,71,SPY
1700000000202110821,450.5168,450.4943,450.5393,238,SPY
1700000000203801754,450.5692,450.5467,450.5918,496,SPY
1700000000204837945,450.6050,450.5825,450.6276,429,SPY
1700000000205966087,450.7125,450.6899,450.7350,122,SPY
1700000000206719779,450.7927,450.7702,450.8153,481,SPY
1700000000208502796,450.7948,450.7723,450.8174,221,SPY
1700000000210395244,450.7624,450.7398,450.7849,292,SPY
1700000000211329425,450.7590,450.7364,450.7815,102,SPY
1700000000212067614,450.7984,450.7759,450.8210,325,SPY
1700000000214013700,450.7294,450.7069,450.7520,492,SPY
1700000000214237690,450.6320,450.6094,450.6545,499,SPY
1700000000215387116,450.5001,450.4775,450.5226,340,SPY
1700000000216430700,450.4187,450.3962,450.4412,64,SPY
1700000000218066751,450.4923,450.4698,450.5148,153,SPY
1700000000219314110,450.4228,450.4003,450.4453,373,SPY
1700000000219509040,450.4675,450.4449,450.4900,22,SPY
1700000000219816553,450.4442,450.4217,450.4667,38,SPY
1700000000220214706,450.4366,450.4141,450.4591,400,SPY
1700000000220983488,450.3832,450.3607,450.4057,37,SPY
1700000000222750923,450.4797,450.4572,450.5022,299,SPY
1700000000224400852,450.3901,450.3676,450.4126,247,SPY
1700000000225329977,450.3439,450.3214,450.3665,279,SPY
1700000000225533762,450.3814,450.3589,450.4039,420,SPY
1700000000225985264,450.4540,450.4315,450.4765,115,SPY
1700000000226662741,450.6673,450.6448,450.6898,397,SPY
1700000000227459543,450.6613,450.6387,450.6838,89,SPY
1700000000229425645,450.6380,450.6155,450.6605,297,SPY
1700000000230947691,450.6576,450.6351,450.6802,143,SPY
1700000000232683971,450.6138,450.5912,450.6363,333,SPY
1700000000233797482,450.6780,450.6555,450.7006,110,SPY
1700000000234456131,450.7179,450.6954,450.7405,372,SPY
1700000000235068690,450.7238,450.7013,450.7464,328,SPY
1700000000236636221,450.5498,450.5273,450.5724,58,SPY
1700000000237605034,450.7235,450.7010,450.7461,78,SPY
1700000000238239829,450.7386,450.7161,450.7611,386,SPY
1700000000238784782,450.7308,450.7083,450.7534,11,SPY
1700000000239186773,450.6885,450.6659,450.7110,327,SPY
1700000000240301885,450.6559,450.6334,450.6785,125,SPY
1700000000240825627,450.6591,450.6366,450.6816,322,SPY
1700000000241398785,450.6863,450.6638,450.7088,465,SPY
1700000000242284768,450.6565,450.6340,450.6791,308,SPY
1700000000243683621,450.6253,450.6028,450.6479,196,SPY
1700000000243902231,450.6115,450.5890,450.6341,253,SPY
1700000000245494407,450.6683,450.6457,450.6908,430,SPY
1700000000246972792,450.5678,450.5453,450.5903,204,SPY
1700000000248389086,450.6081,450.5855,450.6306,201,SPY
1700000000249813202,450.6945,450.6720,450.7171,49,SPY
1700000000250382202,450.6694,450.6469,450.6919,15,SPY
1700000000250568791,450.7085,450.6860,450.7310,170,SPY
1700000000250737707,450.6879,450.6654,450.7105,421,SPY
1700000000251612481,450.6925,450.6700,450.7151,391,SPY
1700000000253502325,450.6246,450.6021,450.6472,317,SPY
1700000000254739137,450.6409,450.6184,450.6635,490,SPY
1700000000256104340,450.6400,450.6174,450.6625,148,SPY
1700000000256398992,450.6137,450.5912,450.6362,117,SPY
1700000000256597375,450.6737,450.6512,450.6962,162,SPY
1700000000257705237,450.7238,450.7012,450.7463,25,SPY
1700000000259413278,450.7399,450.7174,450.7624,202,SPY
1700000000261014087,450.7338,450.7113,450.7563,211,SPY
1700000000262376243,450.7665,450.7440,450.7891,102,SPY
1700000000263484132,450.6696,450.6471,450.6921,24,SPY
1700000000264744187,450.6872,450.6647,450.7097,250,SPY
1700000000265175171,450.6324,450.6099,450.6550,77,SPY
1700000000265580160,450.6365,450.6140,450.6590,79,SPY
1700000000267078831,450.6626,450.6400,450.6851,236,SPY
1700000000267776812,450.7140,450.6914,450.7365,89,SPY
1700000000268089037,450.8403,450.8177,450.8628,176,SPY
1700000000269294313,450.9077,450.8851,450.9302,160,SPY
1700000000271004516,451.0545,451.0320,451.0771,197,SPY
1700000000271326831,450.9690,450.9464,450.9915,184,SPY
1700000000273029171,450.9005,450.8780,450.9231,105,SPY
1700000000273477632,450.9777,450.9552,451.0003,445,SPY
1700000000275181394,450.8716,450.8490,450.8941,346,SPY
1700000000277061887,450.8856,450.8630,450.9081,108,SPY
1700000000278116255,450.8639,450.8414,450.8865,12,SPY
1700000000279655517,450.9015,450.8789,450.9240,172,SPY
1700000000281084558,450.9363,450.9137,450.9588,185,SPY
1700000000281493937,450.8997,450.8771,450.9222,426,SPY
1700000000283210971,450.9391,450.9165,450.9616,359,SPY
1700000000283622756,450.8156,450.7930,450.8381,353,SPY
1700000000284403924,450.8516,450.8291,450.8742,309,SPY
1700000000285535242,450.9474,450.9248,450.9699,480,SPY
1700000000286052381,450.8055,450.7830,450.8281,328,SPY
1700000000286582614,450.6566,450.6340,450.6791,147,SPY
1700000000288118212,450.6145,450.5919,450.6370,108,SPY
1700000000289888056,450.8234,450.8008,450.8459,279,SPY
1700000000291547693,450.6804,450.6579,450.7030,262,SPY
1700000000293001696,450.6755,450.6529,450.6980,361,SPY
1700000000294577809,450.6578,450.6353,450.6803,266,SPY
1700000000294975431,450.7577,450.7352,450.7803,454,SPY
1700000000295220941,450.7632,450.7406,450.7857,259,SPY
1700000000295938647,450.6654,450.6428,450.6879,365,SPY
1700000000296351803,450.5145,450.4920,450.5371,255,SPY
1700000000298066694,450.6223,450.5997,450.6448,463,SPY
1700000000299968592,450.7688,450.7463,450.7913,149,SPY
1700000000301683677,450.7849,450.7623,450.8074,368,SPY
1700000000303669448,450.8537,450.8312,450.8763,224,SPY
1700000000305404130,450.7509,450.7283,450.7734,256,SPY
1700000000306919867,450.7540,450.7314,450.7765,213,SPY
1700000000307989006,450.6920,450.6694,450.7145,367,SPY
1700000000308475237,450.6504,450.6279,450.6730,57,SPY
1700000000308981704,450.7313,450.7087,450.7538,118,SPY
1700000000309262213,450.7032,450.6807,450.7257,198,SPY
1700000000310745854,450.5541,450.5316,450.5767,425,SPY
1700000000311309504,450.5546,450.5321,450.5772,84,SPY
1700000000312049244,450.6961,450.6736,450.7187,287,SPY
1700000000313553239,450.8439,450.8213,450.8664,30,SPY
1700000000314805861,451.0067,450.9842,451.0293,221,SPY
1700000000315892016,450.8399,450.8174,450.8625,131,SPY
1700000000317556452,450.9225,450.9000,450.9451,402,SPY
1700000000318712381,450.8929,450.8704,450.9155,245,SPY
1700000000320270537,450.7813,450.7588,450.8039,320,SPY
1700000000320944315,450.8822,450.8597,450.9048,93,SPY
1700000000321435067,450.8027,450.7801,450.8252,101,SPY
1700000000321680399,450.7001,450.6775,450.7226,232,SPY
1700000000323587190,450.5565,450.5339,450.5790,20,SPY
1700000000325511755,450.4131,450.3905,450.4356,163,SPY
1700000000327464888,450.5440,450.5214,450.5665,259,SPY
1700000000329328535,450.6667,450.6441,450.6892,431,SPY
1700000000329652726,450.5634,450.5408,450.5859,1,SPY
1700000000330538674,450.6139,450.5913,450.6364,363,SPY
1700000000331234821,450.4951,450.4725,450.5176,430,SPY
1700000000332866919,450.4656,450.4431,450.4882,57,SPY
1700000000334146753,450.3457,450.3231,450.3682,267,SPY
1700000000335674263,450.3945,450.3720,450.4170,267,SPY
1700000000337561152,450.2982,450.2757,450.3207,317,SPY
1700000000338429593,450.3100,450.2874,450.3325,138,SPY
1700000000339270627,450.2199,450.1974,450.2424,127,SPY
1700000000341000053,450.0421,450.0196,450.0646,366,SPY
1700000000342848193,450.1262,450.1037,450.1487,134,SPY
1700000000344800082,450.2906,450.2681,450.3131,104,SPY
1700000000345822804,450.2347,450.2122,450.2572,151,SPY
1700000000346484021,450.2829,450.2604,450.3054,23,SPY
1700000000347409051,450.4178,450.3953,450.4404,411,SPY
1700000000348680710,450.4446,450.4221,450.4671,347,SPY
1700000000349781644,450.5060,450.4834,450.5285,44,SPY
1700000000350375331,450.6892,450.6666,450.7117,431,SPY
1700000000351502407,450.8131,450.7905,450.8356,95,SPY
1700000000353457606,450.7539,450.7313,450.7764,35,SPY
1700000000355047490,450.7897,450.7672,450.8123,121,SPY
1700000000356478496,450.7596,450.7371,450.7822,110,SPY
1700000000357501958,450.7320,450.7095,450.7545,183,SPY
1700000000358970166,450.7846,450.7620,450.8071,81,SPY
1700000000359313557,450.7544,450.7319,450.7769,203,SPY
1700000000360895910,450.8737,450.8511,450.8962,252,SPY
1700000000362030474,450.9340,450.9115,450.9566,14,SPY
1700000000362838793,450.9561,450.9335,450.9786,262,SPY
1700000000364166612,450.9526,450.9301,450.9751,108,SPY
1700000000365599664,451.0798,451.0573,451.1024,394,SPY
1700000000367049448,450.9422,450.9197,450.9648,211,SPY
1700000000367242570,450.8741,450.8516,450.8966,484,SPY
1700000000367770938,450.8628,450.8403,450.8853,22,SPY
1700000000369374357,450.8954,450.8729,450.9179,190,SPY
1700000000369647583,450.9230,450.9004,450.9455,244,SPY
1700000000369771192,450.9535,450.9309,450.9760,404,SPY
1700000000370808056,451.1470,451.1245,451.1696,431,SPY
1700000000371643083,451.1914,451.1688,451.2139,447,SPY
1700000000373378584,451.0352,451.0126,451.0577,280,SPY
1700000000373498323,450.9506,450.9281,450.9731,36,SPY
1700000000373706182,450.8794,450.8569,450.9020,18,SPY
1700000000375434510,450.7866,450.7641,450.8092,258,SPY
1700000000376985135,450.7816,450.7590,450.8041,65,SPY
1700000000378300909,450.8171,450.7946,450.8397,119,SPY
1700000000379556963,450.9021,450.8796,450.9247,276,SPY
1700000000380085823,450.7780,450.7554,450.8005,295,SPY
1700000000381344435,450.7016,450.6791,450.7241,472,SPY
1700000000382954334,450.6258,450.6033,450.6484,227,SPY
1700000000384624295,450.7727,450.7502,450.7952,64,SPY
1700000000385913530,450.6736,450.6511,450.6961,484,SPY
1700000000386024727,450.6032,450.5807,450.6258,218,SPY
1700000000386385937,450.4534,450.4308,450.4759,433,SPY
1700000000386649884,450.5810,450.5585,450.6036,159,SPY
1700000000388359065,450.4864,450.4639,450.5089,462,SPY
1700000000390349610,450.5584,450.5359,450.5810,447,SPY
1700000000391268555,450.6798,450.6573,450.7024,361,SPY
1700000000391537578,450.5683,450.5458,450.5908,381,SPY
1700000000391993721,450.5485,450.5260,450.5711,73,SPY
1700000000393564985,450.5258,450.5033,450.5483,143,SPY
1700000000394918885,450.5824,450.5598,450.6049,307,SPY
1700000000396324370,450.6449,450.6223,450.6674,399,SPY
1700000000396753827,450.7019,450.6793,450.7244,337,SPY
1700000000396971098,450.6806,450.6581,450.7031,383,SPY
1700000000397940060,450.3659,450.3434,450.3884,170,SPY
1700000000399721553,450.5962,450.5737,450.6187,483,SPY
1700000000400222949,450.6054,450.5828,450.6279,8,SPY
1700000000400637332,450.5648,450.5423,450.5873,47,SPY
1700000000402383484,450.5283,450.5057,450.5508,337,SPY
1700000000404250147,450.5800,450.5575,450.6025,390,SPY
1700000000404540031,450.7036,450.6810,450.7261,362,SPY
1700000000406296352,450.5350,450.5125,450.5576,58,SPY
1700000000406483843,450.3955,450.3730,450.4180,11,SPY
1700000000408066570,450.3761,450.3536,450.3986,410,SPY
1700000000408608183,450.4146,450.3921,450.4371,446,SPY
1700000000409705073,450.3397,450.3172,450.3622,416,SPY
1700000000411169819,450.4381,450.4156,450.4606,163,SPY
1700000000412611926,450.5617,450.5392,450.5842,234,SPY
1700000000412756418,450.4744,450.4519,450.4969,295,SPY
1700000000412951476,450.4401,450.4176,450.4626,36,SPY
1700000000414374557,450.6454,450.6228,450.6679,477,SPY
1700000000415862040,450.5847,450.5622,450.6072,435,SPY
1700000000417554592,450.5964,450.5739,450.6189,144,SPY
1700000000418815008,450.4854,450.4629,450.5080,106,SPY
1700000000418966039,450.5013,450.4788,450.5239,236,SPY
1700000000419587470,450.3559,450.3334,450.3785,357,SPY
1700000000419779808,450.4327,450.4101,450.4552,127,SPY
1700000000421221219,450.5592,450.5366,450.5817,105,SPY
1700000000422414043,450.5793,450.5568,450.6018,484,SPY
1700000000423374516,450.6182,450.5957,450.6408,188,SPY
1700000000423765821,450.5549,450.5324,450.5774,409,SPY
1700000000425610129,450.5217,450.4992,450.5442,226,SPY
1700000000426483325,450.4500,450.4275,450.4725,393,SPY
1700000000427438380,450.5379,450.5153,450.5604,136,SPY
1700000000428670690,450.4814,450.4589,450.5039,417,SPY
1700000000430164380,450.5634,450.5409,450.5859,456,SPY
1700000000431784702,450.5952,450.5727,450.6177,477,SPY
1700000000433004736,450.4767,450.4542,450.4992,181,SPY
1700000000434578997,450.5900,450.5675,450.6125,184,SPY
1700000000434779949,450.5972,450.5747,450.6197,48,SPY
1700000000436070769,450.5511,450.5286,450.5736,8,SPY
1700000000436763175,450.5620,450.5395,450.5846,158,SPY
1700000000438157939,450.5694,450.5469,450.5919,432,SPY
1700000000438368267,450.5099,450.4874,450.5324,235,SPY
1700000000439883125,450.6136,450.5910,450.6361,452,SPY
1700000000441574564,450.6858,450.6633,450.7083,60,SPY
1700000000443243389,450.6858,450.6632,450.7083,301,SPY
1700000000445026892,450.7327,450.7102,450.7553,159,SPY
1700000000446698864,450.6310,450.6085,450.6536,110,SPY
1700000000448244440,450.4975,450.4749,450.5200,374,SPY
1700000000448345018,450.5626,450.5400,450.5851,47,SPY
1700000000449950638,450.6119,450.5894,450.6344,219,SPY
1700000000450789087,450.6049,450.5824,450.6274,474,SPY
1700000000451756973,450.7598,450.7373,450.7823,394,SPY
1700000000452231025,450.7797,450.7571,450.8022,185,SPY
1700000000453043685,450.7916,450.7691,450.8142,279,SPY
1700000000454774623,450.6716,450.6491,450.6941,460,SPY
1700000000454900694,450.7577,450.7351,450.7802,18,SPY
1700000000455276459,450.7596,450.7370,450.7821,129,SPY
1700000000457025084,450.7017,450.6792,450.7243,373,SPY
1700000000457337720,450.7250,450.7025,450.7475,408,SPY
1700000000459247195,450.6981,450.6755,450.7206,42,SPY
1700000000460838018,450.8485,450.8259,450.8710,175,SPY
1700000000461061045,450.9723,450.9498,450.9949,458,SPY
1700000000462561000,450.9205,450.8979,450.9430,384,SPY
1700000000463776967,450.7801,450.7576,450.8026,51,SPY
1700000000464005102,450.8378,450.8153,450.8604,327,SPY
1700000000464735003,450.8280,450.8055,450.8506,308,SPY
1700000000465498065,450.7511,450.7286,450.7737,22,SPY
1700000000466751638,450.9161,450.8935,450.9386,28,SPY
1700000000467809337,450.9337,450.9112,450.9563,353,SPY
1700000000468859136,451.0010,450.9785,451.0236,432,SPY
1700000000470802477,451.0102,450.9877,451.0328,115,SPY
1700000000471434999,451.0664,451.0438,451.0889,277,SPY
1700000000471839619,451.2122,451.1896,451.2348,486,SPY
1700000000473572412,451.2221,451.1995,451.2447,453,SPY
1700000000475315764,451.2907,451.2681,451.3133,133,SPY
1700000000476851390,451.1927,451.1701,451.2152,319,SPY
1700000000478614886,451.1774,451.1549,451.2000,301,SPY
1700000000479958998,451.1966,451.1740,451.2192,35,SPY
1700000000480610900,451.2115,451.1889,451.2340,211,SPY
1700000000481206738,451.2245,451.2019,451.2470,223,SPY
1700000000482831802,451.1518,451.1292,451.1743,86,SPY
1700000000483793425,451.0977,451.0751,451.1202,95,SPY
1700000000485031108,451.0429,451.0203,451.0654,242,SPY
1700000000486125719,451.1212,451.0986,451.1438,149,SPY
1700000000487447266,451.0111,450.9886,451.0337,79,SPY
1700000000487952021,451.0002,450.9776,451.0227,69,SPY
1700000000488171226,450.9598,450.9373,450.9824,290,SPY
1700000000488344840,450.8913,450.8687,450.9138,44,SPY
1700000000488903552,450.8813,450.8588,450.9039,485,SPY
1700000000490318862,450.8823,450.8597,450.9048,180,SPY
1700000000491041440,450.7875,450.7650,450.8101,7,SPY
1700000000491881714,450.7546,450.7321,450.7772,463,SPY
1700000000492597985,450.8315,450.8090,450.8541,454,SPY
1700000000493551425,450.7996,450.7771,450.8222,242,SPY
1700000000494281493,450.7527,450.7302,450.7753,273,SPY
1700000000495881466,450.7668,450.7442,450.7893,112,SPY
1700000000496897301,450.5746,450.5521,450.5972,317,SPY
1700000000497009377,450.6667,450.6442,450.6892,347,SPY
1700000000498617060,450.6859,450.6634,450.7085,482,SPY
1700000000500574186,450.6688,450.6463,450.6913,64,SPY
1700000000500853396,450.6358,450.6133,450.6584,347,SPY
1700000000502456463,450.6500,450.6274,450.6725,100,SPY
1700000000503294003,450.5862,450.5636,450.6087,285,SPY
1700000000505121637,450.4792,450.4567,450.5018,134,SPY
1700000000506980395,450.3183,450.2957,450.3408,30,SPY
1700000000507868746,450.3579,450.3353,450.3804,326,SPY
1700000000508030317,450.4327,450.4102,450.4553,167,SPY
1700000000509271033,450.4729,450.4504,450.4954,67,SPY
1700000000510053376,450.4395,450.4170,450.4620,381,SPY
1700000000511753797,450.5111,450.4886,450.5337,37,SPY
1700000000512551735,450.6287,450.6062,450.6513,386,SPY
1700000000514252538,450.6099,450.5873,450.6324,361,SPY
1700000000514703210,450.6868,450.6642,450.7093,72,SPY
1700000000515354547,450.7986,450.7761,450.8212,326,SPY
1700000000515944665,450.7016,450.6791,450.7242,442,SPY
1700000000517354841,450.7544,450.7319,450.7769,144,SPY
1700000000517706800,450.5557,450.5332,450.5783,56,SPY
1700000000519668928,450.5732,450.5506,450.5957,64,SPY
1700000000521155336,450.5017,450.4791,450.5242,305,SPY
1700000000523046362,450.6721,450.6495,450.6946,24,SPY
1700000000524576341,450.6393,450.6167,450.6618,489,SPY
1700000000524770334,450.5185,450.4960,450.5410,229,SPY
1700000000525255091,450.4822,450.4596,450.5047,482,SPY
